daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Wu Ma,"Chung Tử Ðơn, Ngọ Mã, Nguyên Bưu, Ôn Bích Hà, ",Phim Hành động,1994,circus kids,mã hỉ cuồng phong,Phim Hồng Kong,Phim Hành động
James Mangold,"Boyd Holbrook, Hugh Jackman, Patrick Stewart, ",Phim Hành động,2017,logan,logan: người sói,Phim Mỹ,Phim Hành động
Parkman Wong,"Châu Huệ Mẫn, Châu Tinh Trì, Lý Tu Hiền, Quan Hải Sơn, Thành Khuê An, Trần Huệ Mẫn, ",Phim Hành động,1990,unmatchable match,giang hồ máu lệ,Phim Trung Quốc,Phim Hài
Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Zoey Deutch, ",Phim Hành động,2016,vincent n roxxy,truy đuổi ngoạn mục,Phim Mỹ,Phim Hành động
Feng Baoning,"Liu Naping, Nelson Li, Waise Lee, ",Phim Hành động,2017,killer limo,huyết chiến tam giác vàng,Phim Trung Quốc,Phim Hành động
Từ Tịnh Lôi,"Bạch Bách Hà, Minh Đạo, Từ Tịnh Lôi, ",Phim Hành động,2017,the missing,mất tích,Phim Trung Quốc,Phim Hành động
Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson, ",Phim Hành động,2012,red dawn,bình minh đỏ,Phim Mỹ,Phim Hành động
Jae-Hyun Park,"Ha Ji Won, Joo Sang-Wook, Kang Ye Won, ",Phim Hành động,2014,the huntresses,nữ thợ săn,Phim Hàn Quốc,Phim Hài
Peter Berg,"Alexander Skarsgård, Liam Neeson, Taylor Kitsch, ",Phim Hành động,2012,battleship,chiến hạm,Phim Mỹ,Phim Hành động
Đinh Thịnh,"Lin Peng, Thành Long, Vương Lực Hoành, ",Phim Hành động,2010,little big soldier,đại binh tiểu tướng,Phim Trung Quốc,Phim Cổ Trang
Chad Stahelski,"Ian McShane, Keanu Reeves, Riccardo Scamarcio, ",Phim Hành động,2017,john wick: chapter 2,sát thủ john wick 2,Phim Mỹ,Phim Hành động
Tim Matheson,"Channon Roe, Joe Manganiello, Ken Anderson, ",Phim Hành động,2009,behind enemy lines: colombia,sau chiến tuyến địch 3: bão lửa colombia,Phim Mỹ,Phim Chiến Tranh
Tống Khiếu,"David Belle, Song Ji-hyo, Trần Hách, ",Phim Hành động,2016,super express,chuyển phát nhanh siêu cấp,Phim Hàn Quốc,Phim Hài
Châu Tinh Trì,"Châu Tinh Trì, Chung Lệ Đề, Ngô Mạnh Đạt, ",Phim Hành động,1994,love on delivery,vua phá hoại,Phim Hồng Kong,Phim Hài
Seung-wan Ryoo,"Gianna Jun, Jung woo Ha, Suk-kyu Han, ",Phim Hành động,2013,the berlin file,hồ sơ berlin,Phim Hàn Quốc,Phim Hành động
Chung Chí Văn,"Dương Tử Quỳnh, Hiroyuki Sanada, Vương Mẫn Đức, ",Phim Hành động,1986,royal warriors,cảnh sát hoàng gia,Phim Hồng Kong,Phim Hài
Dương Tử Chính,"Dư Thế Ngọc, Lô Hâm, Lý Nhậm, ",Phim Hành động,2016,the punch man,quyết đấu anh hào,Phim Trung Quốc,Phim Hành động
Jingle Ma,"Lương Triều Vỹ, Tôru Nakamura, Trần Tuệ Lâm, Trịnh Y Kiện, Trương Bá Chi, ",Phim Hành động,2000,tokyo raiders,điệp vụ tokyo,Phim Hồng Kong,Phim Hài
Vladimir Pasichnik,"Aleksey Orlov, Dmitriy Maksimov, mitriy Nosov, ",Phim Hành động,2009,the way,biệt kích nga,Phim Khác,Phim Hành động
Michael Bay,"Gabrielle Union, Martin Lawrence, Will Smith, ",Phim Hành động,2003, bad boys ii,cớm siêu quậy 2,Phim Mỹ,Phim Hài
Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, ",Phim Hành động,2016,in a valley of violence,bên trong thung lũng bạo lực,Phim Mỹ,Phim Hành động
Ringo Lam,"Teddy Robin Kwan, Thành Long, Trương Khả Di, ",Phim Hành động,1992,twin dragons,rồng sinh đôi,Phim Hồng Kong,Phim Hành động
Michael Bay,"Anthony Mackie, Dwayne Johnson, Mark Wahlberg, ",Phim Hành động,2013,pain & gain,có chơi có nhận,Phim Mỹ,Phim Hài
Gonzalo López Gallego,"Ian McShane, Lynn Collins, Patrick Wilson, ",Phim Hành động,2016,the hollow point,điểm chết,Phim Mỹ,Phim Hành động
Cheh Chang,"Khương Đại Vệ, Trần Quang Thái, ",Phim Hành động,1972,boxer from shantung,huyền thoại mã vĩnh trinh,Phim Hồng Kong,Phim Hành động
Eran Creevy,"Anthony Hopkins, Felicity Jones, Nicholas Hoult, ",Phim Hành động,2016,collide,quái xế mafia,Phim Mỹ,Phim Hành động
Daniel Calparsoro,"Adriana Ugarte, Alberto Ammann, Álex González, ",Phim Hành động,2013,combustion,hỏa tốc​,Phim Mỹ,Phim Hành động
Harald Zwart,"Jamie Campbell Bower, Lily Collins, Robert Sheehan, ",Phim Hành động,2013,the mortal instruments: city of bones,vũ khí bóng đêm: thành phố xương,Phim Mỹ,Phim Hành động
Claudio Fäh,"Kip Pardue, Sean Patrick Flanery, Tom Sizemore, ",Phim Hành động,2016,beyond valkyrie: dawn of the 4th reich,đế chế lụi tàn,Phim Mỹ,Phim Hành động
Greg Mottola,"Isla Fisher, Jon Hamm, Zach Galifianakis, ",Phim Hành động,2016,keeping up with the joneses,hàng xóm tôi là đặc vụ,Phim Mỹ,Phim Hài
John Michael McDonagh,"Alexander Skarsgård, Tessa Thompson, Theo James, ",Phim Hành động,2016,war on everyone​,bộ đôi cớm bẩn​,Phim Mỹ,Phim Hành động
Edward Zwick,"Aldis Hodge, Cobie Smulders, Tom Cruise, ",Phim Hành động,2016,jack reacher: never go back,jack reacher: không quay đầu,Phim Mỹ,Phim Hành động
Steven C. Miller,"Adrian Grenier, John Cusack, Nicolas Cage, ",Phim Hành động,2017,arsenal,phi vụ tống tiền,Phim Mỹ,Phim Hành động
Kader Ayd,"Malik Barnhardt, Taryn Manning, Tom Sizemore, ",Phim Hành động,2013,five thirteen,thế giới ngầm,Phim Mỹ,Phim Hành động
Timothy Woodward Jr,"Estella Warren, Johnny Messner, Vinnie Jones, ",Phim Hành động,2016,decommissioned,giết hoặc bị giết,Phim Mỹ,Phim Hành động
John Woo,"Christian Slater, John Travolta, Samantha Mathis, ",Phim Hành động,1996,broken arrow,mũi tên gãy,Phim Mỹ,Phim Hành động
G.J. Echternkamp,"Malcolm McDowell, Manu Bennett, Marci Miller, ",Phim Hành động,2017,death race 2050,liên khúc phim đua xe,Phim Mỹ,Phim Hành động
Vương Tinh,"Huỳnh Hiểu Minh, Lưu Đức Hòa, Shen Teng, ",Phim Hành động,2016,mission milano,điệp vụ milano,Phim Trung Quốc,Phim Hài
Xiaogang Feng,"Chao Deng, Hanyu Zhang, Wenkang Yuan, ",Phim Hành động,2007,assembly,hiệu lệnh tập kết,Phim Trung Quốc,Phim Hành động
D.J. Caruso,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, ",Phim Hành động,2004,taking lives,đoạt mạng,Phim Mỹ,Phim Hành động
Matthew Vaughn,"Aaron Johnson, Clark Duke, Nicolas Cage, ",Phim Hành động,2010,kick ass,siêu anh hùng,Phim Mỹ,Phim Hài
James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, ",Phim Hành động,2005,v for vendetta,v báo thù,Phim Mỹ,Phim Hành động
Vương Tinh,"Khưu Thục Trinh, Lưu Đức Hòa, Vạn Tử Lương, Vương Tổ Hiền, ",Phim Hành động,1992,casino tycoon,bá chủ bịp thành,Phim Trung Quốc,Phim Hành động
Kathleen Barr,"Châu Tinh Trì, Ka-Yan Leung, Karen Mok, ",Phim Hành động,1995,out of the dark,chuyên gia bắt ma,Phim Trung Quốc,Phim Hài
Vương Tinh,"Lưu Đức Hòa, Lý Gia Hân, Vương Tổ Hiền, ",Phim Hành động,1992,casino tycoon 2,bá chủ bịp thành 2,Phim Trung Quốc,Phim Hành động
Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, ",Phim Hành động,2016,underworld: blood wars,thế giới ngầm 5: trận chiến đẫm máu,Phim Mỹ,Phim Hành động
Quentin Tarantino,"Daryl Hannah, David Carradine, Uma Thurman, ",Phim Hành động,2003,kill bill,cô dâu báo thù,Phim Mỹ,Phim Hành động
Kevin Smith,"Bruce Willis, Juan Carlos Hernández, Tracy Morgan, ",Phim Hành động,2010,cop out,cớm quậy,Phim Mỹ,Phim Hài
Quentin Tarantino,"David Carradine, Michael Madsen, Uma Thurman, ",Phim Hành động,2004,kill bill 2,cô dâu báo thù 2,Phim Mỹ,Phim Hành động
Christopher Ray,"Brigitte Nielsen, Kristanna Loken, Vivica A Fox, Zoe Bell, ",Phim Hành động,2014,mercenaries,nữ biệt kích gợi tình,Phim Mỹ,Phim Hành động
Chuck Russell,"Amanda Schull, Christopher Meloni, John Travolta, ",Phim Hành động,2016,i am wrath,phẫn nộ,Phim Mỹ,Phim Hành động
Lâm Lĩnh Đông,"Lê Diệu Tường, Ngô Ngạn Tổ, Quách Thái Khiết, Trương Nhược Quân, Trương Tịnh Sơ, Trương Triệu Huy, ",Phim Hành động,2016,sky on fire,lửa ngút trời,Phim Trung Quốc,Phim Hành động
Keoni Waxman,"Georges St-Pierre, Luke Goss, Steven Seagal, ",Phim Hành động,2016,killing salazar,truy sát băng đảng,Phim Mỹ,Phim Hành động
Bruce Fontaine,"Nickolas Baric, Peter Chao, Raymond Chan, ",Phim Hành động,2016,beyond redemption,đặc vụ bí ẩn,Phim Trung Quốc,Phim Hành động
Shane Black,"Angourie Rice, Russell Crowe, Ryan Gosling, ",Phim Hành động,2016,the nice guys,những chàng trai ngoan,Phim Mỹ,Phim Hành động
Jesse Holland,"Angelique Rivera, Cameron Jebo, Michael Jai White, ",Phim Hành động,2016,the crooked man,ông kẹ trở lại,Phim Mỹ,Phim Hành động
Justin Kurzel,"Jeremy Irons, Marion Cotillard, Michael Fassbender, ",Phim Hành động,2016, assassin's creed,sát thủ bóng đêm,Phim Mỹ,Phim Hành động
Thomas J. Churchill,"Bill Goldberg, Kenny Johnson, Mindy Robinson, ",Phim Hành động,2017,check point,nơi an toàn,Phim Mỹ,Phim Chiến Tranh
Đang cập nhật,"Lee Beom Soo, Ngô Khái Hòa, Trần Tiểu Xuân, Uông Đông Thành, ",Phim Hành động,2016,foolish plan,kế hoạch liều lĩnh,Phim Hồng Kong,Phim Hành động
Timothy Woodward Jr,"Bruce Dern, Denise Richards, Kaiwi Lyman-Mersereau, ",Phim Hành động,2017,american violence,bạo động,Phim Mỹ,Phim Hành động
Christian Sesma,"Chasty Ballesteros, Danny Trejo, Jason Mewes, Luke Goss, ",Phim Hành động,2015,the night crew,biệt đội săn tiền thưởng,Phim Mỹ,Phim Hành động
Walter Hill,"Caitlin Gerard, Michelle Rodriguez, Sigourney Weaver, ",Phim Hành động,2017,the assignment,sát thủ báo thù,Phim Mỹ,Phim Hành động
Kimo Stamboel,"David Hendrawan, Ganindra Bimo, Julie Estelle, ",Phim Hành động,2016,headshot,xuyên não,Phim Khác,Phim Hành động
Stephen Shin,"Lương tranh, Nhậm Đạt Hoa, ",Phim Hành động,1991,black cat,hắc miêu,Phim Trung Quốc,Phim Hành động
Wong Jing,"Lưu Đức Hòa, Quan Chi Lâm, Thư Kỳ, Trương Diệu Dương, ",Phim Hành động,2002,the wesleys mysterious file,lam huyết nhân,Phim Hồng Kong,Phim Hành động
Emilis Velyvis,"Ivan Yankovskiy, Leonid Yarmolnik, Lyubov Aksyonova, ",Phim Hành động,2016,the last vampire princess,công chúa ma cà rồng,Phim Mỹ,Phim Hành động
Jackie Chan,"Eva Cobo, Thành Long, ",Phim Hành động,1991,armour of god 2: operation condor,kế hoạch phi ưng,Phim Trung Quốc,Phim Hành động
Kôji Maeda,"Hiroki Hasegawa, Kanna Hashimoto, Masanobu Andô, ",Phim Hành động,2016,sailor suit and machine gun graduation,đồng phục thủy thủ và súng máy: tốt nghiệp,Phim Nhật Bản,Phim Hành động
D.J. Caruso,"Chân Tử Đan, Ngô Diệc Phàm, Nina Dobrev, Ruby Rose, Vin Diesel, ",Phim Hành động,2017,xxx: the return of xander cage,xxx: phản đòn,Phim Mỹ,Phim Hành động
Vương Tinh,"Đàm Vịnh Lân, Lưu Đức Hòa, Tăng Chí Vĩ, ",Phim Hành động,1991,the last blood,giọt máu cuối cùng,Phim Hồng Kong,Phim Hành động
Michael Almereyda,"Ed Harris, Ethan Hawke, John Leguizamo, Milla Jovovich, ",Phim Hành động,2014,cymbeline,ranh giới,Phim Mỹ,Phim Hành động
Lâm Siêu Hiền,"Lục Nghị, Lưu Khải Trí, Quế Luân Mĩ, Tạ Đình Phong, Trương Gia Huy, ",Phim Hành động,2010,the stool pigeon,con mồi: kẻ chỉ điểm,Phim Hồng Kong,Phim Hành động
Paul Schrader,"Alexander Karim, Anton Yelchin, Irène Jacob, Nicolas Cage, ",Phim Hành động,2014,dying of the light,ánh sáng lụi tàn,Phim Mỹ,Phim Hành động
Fabien Garcia,"Didier Buson, Fabien Garcia, Laurent Buson, ",Phim Hành động,2014,die fighting,đấu võ sinh tử,Phim Mỹ,Phim Hành động
Seong hoon Kim,"Hyun Bin, Ju hyuk Kim, Young nam Jang, ",Phim Hành động,2017,confidential assignment,cộng sự bất đắc dĩ,Phim Hàn Quốc,Phim Hành động
Đỗ Kỳ Phong,"Hoàng Thu Sinh, Lưu Đức Hòa, Trần Pháp Dung, Vương Kiệt, ",Phim Hành động,1991,casino raiders 2,độc bá thiên hạ,Phim Hồng Kong,Phim Hành động
Ngô Vũ Sâm,"Châu nhuận phát, Huỳnh Thu Sinh, Lương Triều Vĩ, ",Phim Hành động,1992,hard boiled,lạt thủ thần thám,Phim Trung Quốc,Phim Hành động
Jimmy Heung,"Châu Tinh Trì, Lưu Đức Hòa, Lý Gia Hân, ",Phim Hành động,1990,no risk no gain,nhất kế nhì tài,Phim Hồng Kong,Phim Hài
Chris Nahon,"Amy Johnston, Jenny Wu, Muriel Hofmann, ",Phim Hành động,2016,lady bloodfight,võ đài đẫm máu,Phim Mỹ,Phim Hành động
Lawrence Ah Mon,"Chingmy Yau, Lưu Đức Hòa, Ngô Mạnh Đạt, Quách Phú Thành, Trương Mẫn, ",Phim Hành động,1991,lee rock ii,thám trưởng lôi lạc 2,Phim Trung Quốc,Phim Hài
Benny Chan,"Huỳnh Thu Sinh, Lưu Đức Hòa, Trương Mạn Ngọc, ",Phim Hành động,1992,what a hero,anh hùng thứ thiệt,Phim Hồng Kong,Phim Hành động
Sanjay Gadhvi,"Abhishek Bachchan, Hrithik Roshan, Uday Chopra, ",Phim Hành động,2006,dhoom 2,những tay đua siêu hạng 2,Phim Ấn Độ,Phim Hành động
Trương Nghệ Mưu,"Cảnh Điềm, Lưu Đức Hòa, Matt Damon, ",Phim Hành động,2016,the great wall,tử chiến trường thành,Phim Trung Quốc,Phim Hành động
Gaelan Connell,"Aaron Costa Ganis, Christopher Redman, Monica West, ",Phim Hành động,2017,blood sand and gold,săn lùng báu vật cổ,Phim Mỹ,Phim Hành động
Ridley Scott,"Connie Nielsen, Joaquin Phoenix, Russell Crowe, ",Phim Hành động,2000,gladiator,võ sĩ giác đấu,Phim Mỹ,Phim Chiến Tranh
Joachim Masannek,"Georg Sulzer, Maya Lauterbach, Samuel Jakob, ",Phim Hành động,2013,v8: start your engines,v8: đường đua,Phim Pháp,Phim Hành động
Joachim Masannek,"Georg Sulzer, Maya Lauterbach, Samuel Jakob, ",Phim Hành động,2015,v8: revenge of the nitros,v8: nitros phục hận,Phim Pháp,Phim Hành động
Paul W.S. Anderson,"Ali Larter, Milla Jovovich, Ruby Rose, ",Phim Hành động,2017,resident evil: the final chapter,vùng đất quỷ dữ 6: hồi kết,Phim Mỹ,Phim Hành động
Peter Berg,"J.K. Simmons, Mark Wahlberg, Michelle Monaghan, ",Phim Hành động,2016,patriots day,ngày định mệnh,Phim Mỹ,Phim Hành động
Fred Cavayé,"Gilles lellouche, Nadine Labaki, Vincent Lindon, ",Phim Hành động,2014,mea culpa,chuộc tội,Phim Pháp,Phim Hành động
Vương Tinh,"Đàm Vịnh Lân, Lưu Đức Hòa, Quan Chi Lâm, ",Phim Hành động,1989,casino raiders,chí tôn vô thượng,Phim Hồng Kong,Phim Hành động
Seong il Cheon,"Lee Kyoung, Sol Kyung-gu, Yeo Jin Goo, ",Phim Hành động,2015,the long way home,đường về gian nan,Phim Hàn Quốc,Phim Chiến Tranh
Bejoy Nambiar,"Aditi Rao Hydari, Amitabh Bachchan, Farhan Akhtar, ",Phim Hành động,2016,wazir,cuộc chơi bí ẩn,Phim Ấn Độ,Phim Hành động
Raja Menon,"Akshay Kumar, Nimrat Kaur, Taranjit Kau, ",Phim Hành động,2016,airlift,cuộc di tản lịch sử,Phim Ấn Độ,Phim Chiến Tranh
Takashi Miike,"Kyosuke Yabe, Meisa Kuroki, Shun Oguri, ",Phim Hành động,2007,crows zero,bá vương học đường,Phim Nhật Bản,Phim Hành động
John Stockwell,"Glenn Jacobs, Katharine Isabelle, Nick Nemeth, ",Phim Hành động,2016,countdown,cái chết đếm ngược,Phim Mỹ,Phim Hành động
Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, ",Phim Hành động,2015,mr right,người đàn ông hoàn hảo,Phim Mỹ,Phim Hài
John Hillcoat,"Anthony Mackie, Casey Affleck, Chiwetel Ejiofor, ",Phim Hành động,2016,triple 9,phi vụ 999,Phim Mỹ,Phim Hành động
Lee Eung Bok,"Hyun Jyu Ni, Jin Goo, Jo Woo Ri, Kim Ji Won, Song Hye Kyo, Song Joong Ki, ",Phim Hành động,2016,descendants of the sun,hậu duệ của mặt trời,Phim Hàn Quốc,Phim Hành động
Han Hee,"Im Se Mi, Kim Kang Woo, Lee Jin Wook, Lee Won Jong, Moon Chae Won, Song Jae Rim, Yoo In Young, ",Phim Hành động,2016,goodbye mr black,tạm biệt mr black,Phim Hàn Quốc,Phim Hành động
John Suits,"Alfie Allen, Mekhi Phifer, Missi Pyle, Paul Guilfoyle, Rachel Nichols, ",Phim Hành động,2016,pandemic,đại dịch,Phim Mỹ,Phim Hành động
Mark Neveldine,"Ciarán Hinds, Idris Elba, Johnny Whitworth, Nicolas Cage, Violante Placido, ",Phim Hành động,2011,ghost rider spirit of vengeance,ma tốc độ linh hồn báo thù,Phim Mỹ,Phim Hành động
Nick Lyon,"Christian Oliver, John Hennigan, Marcus Shirock, ",Phim Hành động,2014,hercules reborn,hercules huyền thoại tái sinh,Phim Mỹ,Phim Hành động
Michael Bay,"James Badge Dale, John Krasinski, Pablo Schreiber, ",Phim Hành động,2016,13 hours: the secret soldiers of benghazi,13 giờ: lính ngầm benghazi,Phim Mỹ,Phim Hành động
Louis Leterrier,"Mark Strong, Rebel Wilson, Sacha Baron Cohen, ",Phim Hành động,2016,the brothers grimsby,anh em nhà grimsby,Phim Mỹ,Phim Hài
J Blakeson,"Chloë Grace Moretz, Gabriela Lopez, Matthew Zuk, ",Phim Hành động,2016,the 5th wave,đợt tấn công thứ 5,Phim Mỹ,Phim Hành động
Keanu Reeves,"Iko Uwais, Keanu Reeves, ",Phim Hành động,2013,man of tai chi,thái cực truyền nhân,Phim Trung Quốc,Phim Hành động
David Barrett,"Bruce Willis, Josh Duhamel, Rosario Dawson, ",Phim Hành động,2012,fire with fire,không nhân nhượng,Phim Mỹ,Phim Hành động
Đang cập nhật,"Chris Lee, Leon Dai, Ngô Trấn Vũ, ",Phim Hành động,2016,sentence me guilty,bằng chứng thép,Phim Trung Quốc,Phim Hành động
Olivier Assayas,"Alexander Scheer, Édgar Ramírez, Fadi Abi Samra, Lamia Ahmed, ",Phim Hành động,2010,carlos the jackal,carlos chó rừng,Phim Mỹ,Phim Hành động
Elliott Lester,"Aidan Gillen, Jason Statham, Luke Evans, ",Phim Hành động,2011,blitz,không thỏa hiệp,Phim Mỹ,Phim Hành động
Craig Gillespie,"Ben Foster, Chris Pine, Eric Bana, ",Phim Hành động,2016,the finest hours,giờ lành,Phim Mỹ,Phim Hành động
Jason Hewitt,"AnnaLynne McCord, Val Kilmer, Vinnie Jones, ",Phim Hành động,2011,blood out,đẫm máu,Phim Mỹ,Phim Hành động
Nicolas Winding Refn,"Bryan Cranston, Carey Mulligan, Ryan Gosling, ",Phim Hành động,2011,drive,tay lái siêu hạng,Phim Mỹ,Phim Hành động
Timo Vuorensola,"Julia Dietze, Peta Sergeant, Udo Kier, ",Phim Hành động,2012,iron sky,bầu trời thép,Phim Mỹ,Phim Hài
Guy Ritchie,"Jared Harris, Jude Law, Robert Downey Jr, ",Phim Hành động,2011,sherlock holmes: a game of shadows,trò chơi của bóng tối,Phim Mỹ,Phim Hành động
Uwe Boll,"Brendan Fletcher, Dan Shea, Loretta Walsh, ",Phim Hành động,2016,rampage: president down,trừng phạt 3,Phim Mỹ,Phim Hành động
Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones, ",Phim Hành động,2016,mechanic: resurrection,sát thủ thợ máy: sự tái xuất,Phim Mỹ,Phim Hành động
Lâm Siêu Hiền,"Châu Kiệt Luân, Tạ Đình Phong, ",Phim Hành động,2012,the viral factor,nghịch chiến,Phim Trung Quốc,Phim Hành động
Robert Rodriguez,"Antonio Banderas, Johnny Depp, Salma Hayek, ",Phim Hành động,2003,once upon a time in mexico,một thời ở mexico,Phim Mỹ,Phim Hành động
Keoni Waxman,"Florin Piersic Jr., Jade Ewen, Steven Seagal, ",Phim Hành động,2016,end of a gun,điệp viên trở lại,Phim Mỹ,Phim Hành động
Prachya Pinkaew,"Petchtai Wongkamlao, Pumwaree Yodkamol, Tony Jaa, ",Phim Hành động,2003,ong bak: the thai warrior,truy tìm tượng phật,Phim Thái Lan,Phim Hành động
Đang cập nhật,"Alexander Bailey, Chen Tianxing, Jian Derek, Ke Wadewo Ji De, Luc Bensa, ",Phim Hành động,2016,ultimate hero,lực lượng đặc nhiệm,Phim Trung Quốc,Phim Hành động
