daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Daniel Cohen,"Jean Reno, Michaël Youn, Raphaëlle Ago, ",Phim Hài,2013,the chef the actor the scoundrel,đầu bếp diễn viên tên vô lại,Phim Trung Quốc,Phim Hài
isashi Kimura,"Chiaki Kuriyama, Kazuki Kitamura, Kyusaku Shimada, Nakai Masahiro, Tamamori Yuta, Tetsushi Tanaka, Yasuhi Nakamura, ",Phim Hài,2012,tbs,ataru,Phim Nhật Bản,Phim Hài
Chayanop Boonprakob,"Narikunn Ketprapakorn, Thanapob Leeratanakajorn, Thiti Mahayotaruk, ",Phim Hài,2015,may who,cô nàng điện giật,Phim Thái Lan,Phim Hài
Johnnie To Kei Fun,"Cổ Thiên Lạc, Lưu Đức Hòa, ",Phim Hài,2002,fat choi spirit,tâm niệm phát tài,Phim Hồng Kong,Phim Hài
Daniel Schechter,"Jennifer Aniston, Kevin Cannon, Mark Boone Junior, ",Phim Hài,2014,life of crime,cuộc sống tội phạm,Phim Mỹ,Phim Hài
Từ Tịnh Lôi,"Hoàng Lập Hành, Từ Tịnh Lôi, ",Phim Hài,2012,dear enemy,kẻ thù thân mật,Phim Trung Quốc,Phim Hài
Sean Anders,"Linda Cardellini, Mark Wahlberg, Will Ferrell, ",Phim Hài,2016,daddys home,bố ngoan bố hư,Phim Mỹ,Phim Hài
Gerard Oury,"Louis de Funès, Miou Miou, Suzy Delair, ",Phim Hài,1973,the mad adventures of rabbi jacob ,những cuộc phiêu lưu của giáo sỹ jacob,Phim Mỹ,Phim Hài
Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, ",Phim Hài,2015,mr right,người đàn ông hoàn hảo,Phim Mỹ,Phim Hài
Nitivat Cholvanichsiri,"Padoldet Kamalasaiyakul, Richard Ghiani, Suthef Phongam, ",Phim Hài,2010,kapi,chú khỉ kapi,Phim Thái Lan,Phim Hài
Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, ",Phim Hài,2016,ride along 2,cớm tập sự 2,Phim Mỹ,Phim Hài
David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, ",Phim Hài,2015,joy,người phụ nữ mang tên niềm vui,Phim Mỹ,Phim Hài
Đang cập nhật,"Billy Lau, Chin Siu Ho, Siu-hou Chin, Yusi Peng, Zhang He, ",Phim Hài,2016,mr yin and yang of the last fearless,mạt đại thiên sư,Phim Trung Quốc,Phim Cổ Trang
Kim Byeong-uk,"Choi Min yong, Kim Hye seong, Park Min young, Seo Mi jeong, Shin Ji, ",Phim Hài,2007,the unstoppable high kick,gia đình là số 1 phần 1,Phim Hàn Quốc,Phim Hài
Bora Dagtekin,"Jella Haase, Karoline Herfurth, Katja Riemann, ",Phim Hài,2015,suck me shakespeer 2,phi vụ siêu oái oăm 2,Phim Khác,Phim Hài
Hồng Kim Bảo,"Hồng Kim Bảo, Jackie Chan, Thành Long, ",Phim Hài,1983,winners and sinners,kẻ thắng người thua,Phim Trung Quốc,Phim Hài
Lý Nguyên Khoa,"Hà Bửu Sinh, Lương Tiểu Băng, Lương Vinh Trung, Trần Thiếu Hà, ",Phim Hài,1997,sctv9,tế công,Phim Trung Quốc,Phim Cổ Trang
Từ Hy Viên,"Guo Tao, Lam Suet, Shi Zhaoqi, Xiong Xinxin, ",Phim Hài,2013,million dollar crocodile,cá sấu triệu đô,Phim Trung Quốc,Phim Hài
Wilson Chin,"Đàm Diệu, Giả Hiểu Thần, Hứa Chí An, Tăng Chí Vỹ, Trịnh Y Kiện, ",Phim Hài,2011,summer love love,tình hè rực cháy,Phim Trung Quốc,Phim Hài
Jeong Cho sin,"Lee Soo Jeong, Song Sam Dong, ",Phim Hài,2013,miss change,hot girl siêu quậy,Phim Hàn Quốc,Phim Hài
Cody CameronKris Pearn,"Anna Faris, Bill Hader, Will Forte, ",Phim Hài,2013,cloudy with a chance of meatballs 2,cơn mưa thịt viên 2,Phim Mỹ,Phim Hài
Shin Yoon Sub,"Han Ji Min, Jung Yumi, Park Yoochun, ",Phim Hài,2013,rooftop prince,hoàng tử gác mái,Phim Hàn Quốc,Phim Cổ Trang
Trần Đại Minh,"Củng Lợi, Lưu Đức Hòa, ",Phim Hài,2011,what women want,điều phụ nữ muốn,Phim Trung Quốc,Phim Hài
Đang cập nhật,"Đàm Bính Văn, Huỳnh Thụ Đường, Lâm Chánh Anh, Từ Thiếu Cường, Uyển Quỳnh Đan, Văn Tụng Nhàn, ",Phim Hài,1995,vampire expert,ma đạo tranh bá,Phim Trung Quốc,Phim Cổ Trang
Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, ",Phim Hài,2014,ride along,bộ đôi cảnh sát,Phim Mỹ,Phim Hài
Terra Shin,"Ha Neul Kim, Ji Hwan Kang, Seung yong Ryoo, Young nam Jang, ",Phim Hài,2009,my girlfriend is an agent,bạn gái tôi là đặc vụ,Phim Hàn Quốc,Phim Hài
Liên Dịch Kỳ,"Lâm Y Thần, Tô Hữu Bằng, ",Phim Hài,2014,sweet alibis,điềm mật sát khí,Phim Đài Loan,Phim Hài
Đang cập nhật,"Ngô Mạnh Đạt, Tào Dĩnh, Tào tuấn, Thích Tiểu Long, Vương Quang Huy, ",Phim Hài,2001,cửu tuế huyền thái gia,huyện thiếu gia 9 tuổi,Phim Trung Quốc,Phim Cổ Trang
Chong Wai Kin,"Nguyên Hoa, Trần Hiểu Đông, Trương Quốc Cường, ",Phim Hài,1996,night journey,diệt ma thiên sứ,Phim Hồng Kong,Phim Cổ Trang
Jun Jin Soo,"Chae Kwon, Kim Eul Dong, Lee Byung Jin, Lee Hye Young, Shin Goo, Sun Woo Eun Sook, Yoo Yun Ji, ",Phim Hài,2007,kimchi cheese smile,hãy cười lên nào,Phim Hàn Quốc,Phim Hài
Chris Columbus,"Daniel Stern, Joe Pesci, Macaulay Culkin, ",Phim Hài,1990,home alone,ở nhà một mình,Phim Mỹ,Phim Hài
In chun Oh,"Haneul Kang, Hye Lin Han, So eun Kim, ",Phim Hài,2014,mourning grave,mộ tang thương,Phim Hàn Quốc,Phim Hài
Suphakit Tangthatswasd,"Shahkrit Yamnarm, Suthep Po ngam, Theeradanai Suwannahom, ",Phim Hài,2014,4 kings,ăn cả ngã về không,Phim Thái Lan,Phim Hài
Umam AP,"Baim, Ibrahim Alkatiri, Olga Syahputra, Rafi Achmad, ",Phim Hài,2010,tặc răng nhí,tarzan nhí,Phim Khác,Phim Hài
Liam Lynch,"Jack Black, JR Reed, Kyle Gass, ",Phim Hài,2006,tenacious d in the pick of destiny,chiếc móng gảy huyền thoại,Phim Mỹ,Phim Hài
Kim Hyun soo,"Chae moo Im, So yeon Lee, Tae hyun Cha, ",Phim Hài,2007,highway star,siêu sao ca nhạc,Phim Hàn Quốc,Phim Hài
Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, ",Phim Hài,2007,code name the cleaner,siêu quậy fbi,Phim Mỹ,Phim Hài
Peter Segal,"Alan Arkin, Anne Hathaway, Steve Carell, ",Phim Hài,2008,get smart,điệp viên 86: nhiệm vụ bất khả thi,Phim Mỹ,Phim Hài
David DeCoteau,"Courtney B Turk, Jason-Shane Scott, Ryan Walker, ",Phim Hài,2014,666: devilish charm,6 điều ước,Phim Mỹ,Phim Hài
Keenen Ivory Wayans,"Kerry Washington, Marlon Wayans, Shawn Wayans, ",Phim Hài,2006,little man,người đàn ông bé nhỏ,Phim Mỹ,Phim Hài
Sidney J. Furie,"Bo Svenson, Louis Gossett Jr., Margot Kidder, ",Phim Hài,2014,the dependables,đội quân cảm tử,Phim Mỹ,Phim Hài
Quách Phàm,"Châu Đông Vũ, Lâm Canh Tân, Vương Khiếu Khôn, ",Phim Hài,2014,my old classmate,bạn cùng lớp,Phim Hồng Kong,Phim Hài
Baa Ram Ewe Team,"Maggie Arpa, Tony Rakkaen, Tukky Chingroy, ",Phim Hài,2014,the ugly ghost,đẹp như ma,Phim Thái Lan,Phim Hài
Đặng Siêu,"Dương Mịch, Đặng Siêu, Tôn Lệ, ",Phim Hài,2014,the breakup guru,bậc thầy chia tay,Phim Trung Quốc,Phim Hài
Trịnh Chí Vỹ,"Hoàng Trọng Dụ, Tần Dương, Tống Dật Dân, Vương Vũ Tiệp, ",Phim Hài,2008,the legendary of matsu,hoài ngọc truyền kỳ,Phim Trung Quốc,Phim Cổ Trang
Songyos Sugmakanan,"Charlie Trairat, Pachara Chirathivat, Ungsumalin Sirapatsakmetha, ",Phim Hài,2014,hormones season 2,tuổi nổi loạn 2,Phim Thái Lan,Phim Hài
Luke Greenfield,"Damon Wayans Jr., Jake Johnson, Rob Riggle, ",Phim Hài,2014,lets be cops,hãy làm cớm nào,Phim Mỹ,Phim Hài
Đặng Siêu,"Dương Mịch, Đặng Siêu, Tôn Lệ, ",Phim Hài,2014,the breakup guru,cao thủ chia tay,Phim Trung Quốc,Phim Hài
Lý Hồng,"Cảnh Điềm, Đào Hồng, Hà Nhuận Đông, ",Phim Hài,2010,my beauty boss,cô chủ xinh đẹp của tôi,Phim Đài Loan,Phim Hài
Tien-Lun Yeh,"Chris Wang, Ju-Ge-Liang, Sonia Sui, ",Phim Hài,2014,twa tiu tiann,chàng trai đến từ tương lai,Phim Đài Loan,Phim Hài
Rohit Shetty,"Ajay Devgn, Anupam Kher, Kareena Kapoor, ",Phim Hài,2014,singham returns,chàng cảnh sát singham trở lại,Phim Ấn Độ,Phim Âm Nhạc
Teddy Chan,"Từ Nhược Tuyên, Vivian Hsu, ",Phim Hài,2001,the accidental spy,điệp viên không chuyên,Phim Hồng Kong,Phim Hài
Jon Favreau,"Jon Favreau, Robert Downey Jr, Scarlett Johansson, ",Phim Hài,2014,chef,siêu đầu bếp,Phim Mỹ,Phim Hài
Jitendra Pawar,"Manish Choudhary, Poonam Pandey, Suzanna Mukherjee, ",Phim Hài,2014,trip to bhangarh,chuyến đi bhangarh,Phim Khác,Phim Hài
Lý Bình,"Hải Lục, Khưu Tâm Chí, Lý Giai Hàng, Lý Thịnh, Trương Hàng Duệ, ",Phim Hài,2011,new my fair princess,tân hoàn châu cách cách,Phim Trung Quốc,Phim Cổ Trang
Trương Mẫn,"Châu Kiệt, Lâm Tâm Như, Lưu Đan trong, Phạm Băng Băng, Tô Hữu Bằng, Triệu Vy, Trương Thiết Lâm, ",Phim Hài,1999,hoàn châu công chúa,hoàn châu cách cách phần 2,Phim Trung Quốc,Phim Cổ Trang
Wilson Chin,"Đỗ Môn Trạch, Đồng Phi, Vương Tổ Lam, ",Phim Hài,2014,black comedy,3 điều ước của quỷ,Phim Hồng Kong,Phim Hài
Evan Goldberg,"James Franco, Randall Park, Seth Rogen, ",Phim Hài,2014,the interview,ám sát kim jong un,Phim Mỹ,Phim Hài
Matteo Garrone,"Gianfelice Imparato, Salvatore Abruzzese, Toni Servillo, ",Phim Hài,2008,gomorrah,giữa muôn trùng tội ác,Phim Mỹ,Phim Hài
Shinobu Yaguchi,"Juri Ueno, Shihori Kanjiya, Yukari Toyoshima, Yuta Hiraoka, ",Phim Hài,2004,swing girls,nữ sinh ham chơi,Phim Nhật Bản,Phim Hài
Mak Wing lun,"Chen Han dian, Chrissie Chau, Jiro Wang, ",Phim Hài,2013,my beautiful kingdom,vương quốc gái đẹp,Phim Trung Quốc,Phim Hài
Kwak Jae Yong,"Châu Tấn, Chugn Hán Lương, Đồng Dại Vỹ, ",Phim Hài,2015,meet miss anxiety,bạn gái hồi xuân của tôi,Phim Trung Quốc,Phim Hài
Châu Tinh Trì,"Cao Hạo, Lưu Khải Uy, Lý Lập, Trì Soái, Trương Lệ, ",Phim Hài,2014,the four scholars of jiangnan,tứ đại tài tử giang nam,Phim Trung Quốc,Phim Cổ Trang
Lưu Gia Thành,"Dương Lệ Thanh, Hướng Năng, Trương Quốc Lập, Trương Thiết Lâm, Viên Lập, Vương Cương, ",Phim Hài,2001,the bronze teeth,bản lĩnh kỷ hiểu lam,Phim Trung Quốc,Phim Cổ Trang
Jacques Besnard,"Bernard Blier, Maria Rosa Rodriguez, Venantino Venantini, ",Phim Hài,1966,the big restaurant,đại nhà hàng,Phim Pháp,Phim Hài
Lee Seok hoon,"Kim Nam Gil, Son Ye Jin, ",Phim Hài,2014,the pirates,hải tặc,Phim Hàn Quốc,Phim Hài
Kim Jin Young,"Hee Chul, Lee Soon Jae, ",Phim Hài,2014,grandpas over flowers investigation team,đội điều tra đẹp lão,Phim Hàn Quốc,Phim Hài
Hing Ka Chan,"Bak Ming Wong, Carina Lau, Cecilia Cheung, Chapman To, Chung Tử Ðơn, Donnie Yen, Louis Koo, ",Phim Hài,2012,tối cường hỉ sự,bát tinh báo hỷ,Phim Hồng Kong,Phim Hài
Dany Boon,"Dany Boon, Kad Merad, Zoé Félix, ",Phim Hài,2008,welcome to the sticks,chào mừng bạn đến sticks,Phim Pháp,Phim Hài
James Mangold,"Cameron diaz, Peter Sarsgaard, Tom Cruise, ",Phim Hài,2010,knight and day,chuyện tình sát thủ,Phim Mỹ,Phim Hài
Châu Tinh Trì,"Châu Tinh Trì, Ngô Mạnh Đạt, Tạ Hiền, Triệu Vy, ",Phim Hài,2001,shaolin soccer,đội bóng thiếu lâm,Phim Trung Quốc,Phim Hài
Hồ Ngạn Tấn,"Cao Hạo, Jang Nara, Quách Trân Nghê, Tae, ",Phim Hài,2012,pretty doctor,thái y nghịch ngợm,Phim Trung Quốc,Phim Cổ Trang
Raja Gosnell,"Anton Yelchin, Hank Azaria, Jayma Mays, Neil Patrick Harris, ",Phim Hài,2013,the smurfs 2,xì trum 2,Phim Mỹ,Phim Hài
Frank Coraci,"Adam Sandler, Christopher Walken, Kate Beckinsale, ",Phim Hài,2006,click,cú click huyền bí,Phim Mỹ,Phim Hài
Peter Hewitt,"Edward Asner, Jodelle Ferland, Peter DaCunha, ",Phim Hài,2012,home alone the holiday heist,ở nhà một mình 5,Phim Mỹ,Phim Hài
Trương Huấn Vỹ,"Đặng Gia Giai, Hạ Vũ, Jessica C, Phòng Tổ Minh, ",Phim Hài,2012,double trouble,bảo đảo song hùng,Phim Hồng Kong,Phim Hài
Kirk Wong,"Blacky Ko, Jackie Chan, Kent Cheng, ",Phim Hài,1993,crime story,câu chuyện tội phạm,Phim Hồng Kong,Phim Hài
Sujoy Ghosh,"Dhritiman Chatterjee, Parambrata Chatterjee, Vidya Balan, ",Phim Hài,2012,kahaani,người tình mất tích,Phim Ấn Độ,Phim Hài
Wong Jing,"Châu Tinh Trì, Kelly Lin, Nick Cheung, Sandra Ng, Suki Kwan, Wong Jing, ",Phim Hài,1999,the conmen in vegas,vua bịp đại chiến lasvegas,Phim Trung Quốc,Phim Hài
Tyler Perry,"Denise Richards, Eugene Levy, Tyler Perry, ",Phim Hài,2012,madeas witness protection,điệp vụ bé bự,Phim Mỹ,Phim Hài
Châu Tinh Trì,"Carina Lau, Carman Lee, Châu Tinh Trì, Stephen Au, Vincent Kok, ",Phim Hài,1996,forbidden city cop,đại nội mật thám,Phim Trung Quốc,Phim Hài
Yip Wai Man,"Châu Tinh Trì, Lương Vinh Kỳ, Manfred Wong, Paulyn Sun, ",Phim Hài,1995,sixty million dollar man,bát biến tinh quân,Phim Trung Quốc,Phim Hài
Wong Jing,"Châu Tinh Trì, Cheung Man, Christy Chung, Ngô Mẫn Đạt, Tsui Kam Kong, ",Phim Hài,1994,hail the judge,quan xẩm lốc cốc,Phim Hồng Kong,Phim Hài
Blacky Ko Sau Leung,"Ann Bridgewater, Blacky Ko, Châu Tinh Trì, Eric Tsang, Jacky Cheung, John Sham, ",Phim Hài,1990,curry and pepper,vỏ quýt dày móng tay nhọn,Phim Trung Quốc,Phim Hài
Châu Tinh Trì,"Châu Tinh Trì, Mạc Văn Úy, Trương Bá Chi, ",Phim Hài,1999,king of comedy,vua hài kịch,Phim Hồng Kong,Phim Hài
Mã Vĩ Hào,"Tiểu Thẩm Dương, Triệu Bản Sơn, Trương Bá Chi, ",Phim Hài,2012,the lion roars 2,sư tử hà đông 2,Phim Trung Quốc,Phim Hài
Barry Sonnenfeld,"Tommy Lee Jones and Josh Brolin, Will Smith, ",Phim Hài,2012,men in black 3,đặc vụ áo đen 3,Phim Mỹ,Phim Hài
Theeratorn Siriphunvaraporn,"Asadawut Luantsuntern, Pengpat Wachirabunjong, Pimonrat Piselyabutra, Sueangsuda Lawanprasert, ",Phim Hài,2005,the tiger blade,kiếm hổ,Phim Trung Quốc,Phim Hài
Giddens Ko,"Michelle Chen, Shao-Wen Hao, Zhendong Ke, ",Phim Hài,2011,you are the apple of my eye,cô gái chúng ta cùng theo đuổi,Phim Trung Quốc,Phim Hài
Larry Charles,"Anna Faris, John C. Reilly, Sacha Baron Cohen, ",Phim Hài,2012,the dictator,kẻ độc tài,Phim Ấn Độ,Phim Hài
Đang cập nhật,"Ân Húc, Lý Thạnh, Trương Quân Hàm, ",Phim Hài,2013,tang dynasty good man,mỹ nam đường triều,Phim Trung Quốc,Phim Cổ Trang
Nick Moore,"Aidan Quinn and Natasha Richardson, Emma Roberts, ",Phim Hài,2008,wild child,tiểu thư giang hồ,Phim Mỹ,Phim Hài
Kim Won yong,"Choi Min, Choi Yoon Young, Hyun Woo, ",Phim Hài,2014,my dear cat,mèo cưng em ở đâu,Phim Hàn Quốc,Phim Hài
M Raja,"Hansika Motwani, Vijay, ",Phim Hài,2011,velayudham,siêu anh hùng velayudam,Phim Ấn Độ,Phim Hài
James Hayman,"Amanda Schull, Courtney Thorne Smith, Lucy Hale, Phoebe Strole, ",Phim Hài,2013,sorority war,cuộc chiến hội nữ sinh,Phim Mỹ,Phim Hài
Sai Kishore Macha,"Allari Naresh, Banerji, Sakshi Choudhary, ",Phim Hài,2015,james bond,cô dâu điệp viên,Phim Ấn Độ,Phim Hài
